Time,RH.ACC.X,RH.ACC.Y,RH.ACC.Z,RH.GY.X,RH.GY.Y,RH.GY.Z,LH.ACC.X,LH.ACC.Y,LH.ACC.Z,LH.GY.X,LH.GY.Y,LH.GY.Z,RT.ACC.X,RT.ACC.Y,RT.ACC.Z,RT.GY.X,RT.GY.Y,RT.GY.Z,LT.ACC.X,LT.ACC.Y,LT.ACC.Z,LT.GY.X,LT.GY.Y,LT.GY.Z
0.1215,0.1435547,-1.1518549999999999,0.3623047,-58.475609999999996,25.792679999999997,71.46342,-0.05371094,-0.909668,0.33837890000000004,-47.19512,16.951220000000003,-37.5,0.2138672,-0.3642578,0.8466796999999998,51.82927,55.2439,-65.73170999999999,0.16601559999999999,-0.6918945,0.734375,-31.82927,-71.82927,-10.18293
0.1242,0.11035160000000001,-1.166992,0.3876953,-58.04878000000001,25.48781,70.06097,-0.1391602,-0.8198242,0.3652344,-47.56098,20.2439,-37.9878,0.2138672,-0.4213867,0.8505859,55.12195,27.31707,-61.58537,0.17919920000000003,-0.7998046999999999,0.7260741999999999,-32.7439,-72.07316999999999,-10.79268
0.1269,0.07080078,-1.184082,0.4135742,-56.58537,23.90244,69.63415,-0.1850586,-0.8144531,0.2119141,-52.86586,23.10976,-41.46342,0.24658200000000002,-0.4824219,0.8276367,57.43903,13.475610000000001,-61.036590000000004,0.2519531,-0.8525391,0.8129883000000001,-31.646340000000002,-62.43903,-12.987810000000001
0.1296,0.06835938,-1.184082,0.4233398,-55.91463,22.7439,69.02439,-0.159668,-0.9418945,0.04101563,-60.304880000000004,17.86585,-43.78049,0.2705078,-0.4848633,0.8120116999999999,61.28049,-11.524389999999999,-63.71951,0.3613281,-0.8945313,0.9614258,-25.42683,-52.92683,-15.853660000000001
0.1323,0.06347656,-1.169922,0.4296875,-53.78049,20.18293,67.68293,-0.08789063,-1.010742,0.09375,-68.53659,17.560979999999997,-51.585370000000005,0.30859380000000003,-0.4477539000000001,0.7993164,63.04878000000001,-30.853659999999998,-67.2561,0.3701172,-0.8950195,0.9477539,-15.670729999999999,-30.609759999999998,-22.31707
0.135,0.08007813,-1.165039,0.4301758,-53.23171,18.71951,66.40244,0.02539063,-1.083008,0.1665039,-67.92683000000001,19.81707,-55.670730000000006,0.3168945,-0.4125977,0.7866211,63.597559999999994,-37.86586,-66.82927,0.347168,-0.8657226999999998,0.9243164,-14.207320000000001,-20.67073,-24.5122
0.1377,0.08398438,-1.161621,0.42089840000000006,-51.15854,15.975610000000001,63.536590000000004,0.04296875,-1.0908200000000001,0.14453129999999997,-68.71951,15.2439,-60.0,0.3486328,-0.3520508,0.7460938,62.13415,-45.426829999999995,-63.41463,0.3110352,-0.8051758000000001,1.0073239999999999,-12.43902,-2.926829,-28.719509999999996
0.1404,0.09472656,-1.153809,0.41308590000000006,-50.2439,14.7561,62.92683,0.01806641,-1.088867,0.1015625,-72.31708,4.817073000000001,-58.536590000000004,0.37744140000000004,-0.3364258,0.7338866999999999,60.54878000000001,-45.85366,-60.2439,0.2763672,-0.7597656,1.0546879999999998,-9.512196000000001,5.670732,-31.158540000000002
0.1431,0.1611328,-1.137207,0.3813477,-48.78049,12.7439,60.85366,0.0014648439999999999,-1.07666,0.1118164,-73.10976,1.52439,-57.92683,0.4238281,-0.34277340000000006,0.7080078000000001,54.695119999999996,-38.536590000000004,-53.23171,0.1884766,-0.6611328000000001,1.100586,0.6707316999999999,21.34146,-35.609759999999994
0.1458,0.1904297,-1.133789,0.3666992,-48.04878,10.975610000000001,58.902440000000006,-0.04492188,-1.0126950000000001,0.15576170000000003,-72.68293,-1.9512200000000002,-58.597559999999994,0.4394531,-0.3691406,0.699707,51.34146,-31.768290000000004,-49.81707,0.1362305,-0.6210938,1.100098,9.817074,30.12195,-38.65854
